lang,perturb,seed,checkpoint0,checkpoint100,checkpoint200,checkpoint300,checkpoint400,checkpoint500,checkpoint600,checkpoint700,checkpoint800,checkpoint900,checkpoint1000,checkpoint1100,checkpoint1200
ZH,perturb_adj_num_np_det,81,25730.022080783714,179.41994737691874,98.12577950283385,87.935001229603,68.37247727812225,59.24588722538664,58.723325870096055,57.06413515920672,57.233149067394294,59.79646723151504,60.498744627290485,61.5736841152211,60.633470827059355
EN,perturb_det_adj_np_num,41,57052.12413235042,295.2637825050655,153.42477832474913,129.19190305594404,93.7829087309446,80.16571226035182,68.2396889532752,67.39227079917772,70.3557970750175,68.81836534880375,71.43522419633315,71.52566968714396,71.10142855476444
EN,perturb_det_adj_np_num,41,56569.16537129849,556.792266014745,301.71680300610257,260.75410238647663,192.43715347590353,175.45296537826536,149.66770754719118,149.85308740578918,160.60040911136895,160.21748267799688,166.02267870547496,173.79821249595184,171.07818794695885
EN,perturb_det_adj_np_num,53,62340.192640373585,281.2822858318027,148.6152239186447,123.09663002466776,89.77403233319403,72.80337342537052,67.2366657632408,67.23041902687301,64.4538287825771,65.21711832355223,67.39454748266404,67.90394923335107,68.428242407619
EN,perturb_det_adj_np_num,53,62343.5603092438,536.808518296441,291.10509127231285,252.2444333471681,189.15871864936776,156.2846431926605,144.714028670853,147.84832736307877,143.06640040347716,143.57545595337768,151.7680303042471,154.65533225558255,155.74405801542366
EN,perturb_det_adj_np_num,81,60155.75680347868,291.8207020368094,155.2773996234156,120.66225797001195,91.65255820416527,77.18070145728156,68.03901224711328,67.28824926992213,66.49012842194553,69.08772941591597,68.49696748726278,70.36738282973697,70.36211265812572
EN,perturb_det_adj_np_num,81,61390.93390174682,535.9502797281356,319.87744290359313,250.5059053528473,189.56132554919208,162.16047737776225,147.49590684128907,146.19587069151453,147.92287797819333,153.96879955547155,154.7400056274276,161.34141939811926,161.02407176453988
IT,perturb_det_adj_np_num,41,54887.17759526415,420.7615527301837,212.3975669187837,181.969795939682,156.07693123284085,126.92997788027229,112.76015138239549,104.72789828352857,103.1858539925371,107.97780583674272,106.69944576181219,106.35905550153048,106.84720722971855
IT,perturb_det_adj_np_num,53,55448.32332489194,447.3919346441638,212.6862224543395,169.93259893848816,150.4509807678673,123.52414758676767,109.37431309108679,106.97146344093987,104.0920733141536,102.02551369415319,103.20261077172478,105.69322527821012,106.4511633008479
IT,perturb_det_adj_np_num,81,61924.292390505514,427.68823831450237,213.57774926257594,182.4825596219898,156.67606733441318,132.83620291162904,113.588992008296,106.26257411805383,107.19745684724009,103.42926384055625,110.30516947843961,110.06159487365157,109.93737565712155
PT,perturb_det_adj_np_num,41,61996.07643824487,456.1587942492121,204.92422781538693,159.53246465918366,134.2862399861461,103.63507855520466,89.30462320063653,82.54429763084006,81.75888692692361,81.21962594037117,83.20515313647931,83.3429614026322,84.02559417561437
PT,perturb_det_adj_np_num,53,61022.39503252339,642.2426028533708,208.14293782463292,166.32125646904387,137.09597567874405,108.02408382765915,93.8102216581772,89.6321784573753,87.59266583532713,86.61697473795738,88.14830562282846,90.16670493292486,89.38683596913052
PT,perturb_det_adj_np_num,81,58047.59864350942,486.59675627930176,203.61758581033297,166.81999957846952,136.14784493354247,103.85828166965081,91.36700998809485,84.03410294298631,82.05115703541635,83.38273705677278,82.41295273787614,84.85064461800546,84.31809851815625
ZH,perturb_det_adj_np_num,41,24966.557621399334,177.55553278632007,105.04072580102387,84.76454494827335,68.59357493615906,59.663285683036584,57.714789267042256,58.32011149121429,58.438314520280734,60.952058635315936,60.05108343317434,60.11672846714065,61.46288880550231
ZH,perturb_det_adj_np_num,53,24820.801048807378,206.48144623234663,100.44496007479414,88.30225082655512,67.89466276670126,61.3955869248568,59.11290834393597,58.33846690674275,59.45253389687494,60.81481192329795,62.06806892090674,63.22783508966667,62.885898716452225
ZH,perturb_det_adj_np_num,81,25730.022304720896,175.1225023972783,96.28154928964663,92.32348715113524,67.52336741337272,60.20891394584084,58.618259639498426,56.30700974649459,58.38313213874353,59.4439568628467,58.50345963474312,61.549422719508875,61.1496272253779
EN,perturb_det_num_adj_np,41,57045.96259389534,311.85396075289094,157.75317492693497,126.39997171469338,98.14647973451638,77.55378424652075,70.66595903488607,68.86493669250235,68.4657359825104,69.2725094015452,73.415766853953,73.40270249357049,73.19058304983858
EN,perturb_det_num_adj_np,53,62318.35883451223,330.1910732412057,152.2115764232493,122.18225361402217,93.0154053713856,75.48728288416208,68.05435060770411,67.30386616034933,67.26939066949191,65.78750614895696,67.10085182783399,68.0039616807345,68.23897104736098
EN,perturb_det_num_adj_np,81,60131.999977949956,264.58728670037164,150.0331691492642,123.36446132903436,91.3271173628775,73.68260591441386,70.13632280444418,65.01295950187676,65.50607220205217,67.79801821743517,68.14177960007343,69.80468829918215,69.4696506503811
IT,perturb_det_num_adj_np,41,54878.66593536696,441.39274084921715,205.4937835571619,176.69954436335036,149.0743162010883,123.65457524665675,107.06505197656868,103.15510112271508,102.45438629772033,103.29724455997028,105.33035644028777,103.85833619102591,104.54936866026813
IT,perturb_det_num_adj_np,53,55479.48344522434,402.42125555368904,200.78207390162487,172.3787104618006,150.890037914459,124.44664316627819,106.27958171981795,101.01487979239609,97.82831193983715,96.6023663665623,100.83824003132017,99.84445786195705,100.12777661850367
IT,perturb_det_num_adj_np,81,61938.79778140873,453.72400022245426,208.7506698494712,191.04141941086957,157.26281539192905,126.96876591549419,112.21716031636916,105.55394537018869,104.1702585656771,104.78104808107491,105.47108475180143,106.15950919915491,106.18384851077023
PT,perturb_det_num_adj_np,41,61996.07643824487,456.1587942492121,204.92422781538693,159.53246465918366,134.2862399861461,103.63507855520466,89.30462320063653,82.54429763084006,81.75888692692361,81.21962594037117,83.20515313647931,83.3429614026322,84.02559417561437
PT,perturb_det_num_adj_np,53,61022.39503252339,642.2426028533708,208.14293782463292,166.32125646904387,137.09597567874405,108.02408382765915,93.8102216581772,89.6321784573753,87.59266583532713,86.61697473795738,88.14830562282846,90.16670493292486,89.38683596913052
PT,perturb_det_num_adj_np,81,58047.59864350942,486.59675627930176,203.61758581033297,166.81999957846952,136.14784493354247,103.85828166965081,91.36700998809485,84.03410294298631,82.05115703541635,83.38273705677278,82.41295273787614,84.85064461800546,84.31809851815625
ZH,perturb_det_num_adj_np,41,24966.557621399334,177.55553278632007,105.04072580102387,84.76454494827335,68.59357493615906,59.663285683036584,57.714789267042256,58.32011149121429,58.438314520280734,60.952058635315936,60.05108343317434,60.11672846714065,61.46288880550231
ZH,perturb_det_num_adj_np,53,24820.801222413054,185.6904834272998,100.16233028000956,89.49428264669606,74.04387216991745,62.40870394757954,61.56101026076431,58.76981620978397,62.188752365687904,59.09895076040581,63.74768212461882,63.943842287647556,63.60349125302003
ZH,perturb_det_num_adj_np,81,25730.022080783714,179.41994737691874,98.12577950283385,87.935001229603,68.37247727812225,59.24588722538664,58.723325870096055,57.06413515920672,57.233149067394294,59.79646723151504,60.498744627290485,61.5736841152211,60.633470827059355
EN,perturb_det_num_np_adj,41,57036.897481943495,315.6151675619795,153.80981737033835,128.00965370615387,93.59425295776917,76.82798284964777,71.68208913844684,66.13683835196282,67.07159163284382,67.90612335084306,68.4631021199937,69.61350808943115,70.1470631848272
EN,perturb_det_num_np_adj,41,56569.16537129849,608.1310431172717,334.9200598990843,278.3507016301404,213.2534991772024,179.5628846787143,175.28914064140204,165.55335027778304,170.57374792451532,173.02856017941906,177.95896076343823,182.32805207271682,184.46828388052154
EN,perturb_det_num_np_adj,53,62288.17853871167,269.1353056904258,151.60811353524812,119.27967891506249,88.79846753472059,74.44069211703476,68.19727354746642,66.69180862842468,66.67775600879145,67.21690674622302,70.85393269071986,70.40408205291567,70.17338167209093
EN,perturb_det_num_np_adj,53,62343.5603092438,548.7697586932317,334.66827131639394,258.4685548457145,203.72623703511854,182.61940254284872,166.78829109210506,169.34799399159436,171.85493310477253,174.18481257972078,188.52627890219892,188.22232403779398,188.3342337834974
EN,perturb_det_num_np_adj,81,60143.89814204738,317.1686211546514,154.63004320170603,126.09120924293293,94.88229173925991,79.03574353101592,72.32932058525081,71.46269879408766,70.03899373826411,69.59964021108999,71.99919686176075,72.74410100142254,72.83605564748984
EN,perturb_det_num_np_adj,81,61390.93390174682,633.6514379449331,340.6077747539915,284.5966740469817,216.00071751575746,187.3948934766548,172.783546399942,173.89622469506764,176.91484585268626,175.24554368418902,187.13673691063244,191.33878662221235,191.66088935058843
IT,perturb_det_num_np_adj,41,54856.362951632735,409.9426049151308,202.78958940946686,177.46002371469018,141.3215116324227,121.03225548352363,109.81052128059018,100.42618511096471,98.34897588686175,97.80060887974774,100.39129205594763,99.83960518561767,99.99848437912163
IT,perturb_det_num_np_adj,53,55461.76726204154,417.3732986112785,204.95510635497692,172.67394780784315,148.9942636564176,119.37826008303087,108.75115928773504,105.3390519375327,103.00032077795525,101.9699146232249,105.08579812781663,104.82596813411266,105.24595498871979
IT,perturb_det_num_np_adj,81,61889.204592907445,513.6924312590068,220.90542334911643,196.4221041953746,164.10830845288197,127.95453401483543,113.73967747927301,113.98330584962738,104.84068995981296,104.15015919924204,103.69696998366219,107.54221597240412,106.78939313855543
PT,perturb_det_num_np_adj,41,61996.07643824487,456.1587942492121,204.92422781538693,159.53246465918366,134.2862399861461,103.63507855520466,89.30462320063653,82.54429763084006,81.75888692692361,81.21962594037117,83.20515313647931,83.3429614026322,84.02559417561437
PT,perturb_det_num_np_adj,53,61022.39503252339,642.2426028533708,208.14293782463292,166.32125646904387,137.09597567874405,108.02408382765915,93.8102216581772,89.6321784573753,87.59266583532713,86.61697473795738,88.14830562282846,90.16670493292486,89.38683596913052
PT,perturb_det_num_np_adj,81,58047.598686242025,429.68566970448893,188.64275896410658,165.14808615269274,125.67892218717317,94.83313046120236,85.34660403433537,80.93884405857762,79.97983738459504,79.83726897187671,80.3481187976411,82.65852350065546,82.28451850100134
ZH,perturb_det_num_np_adj,41,24966.557621399334,177.55553278632007,105.04072580102387,84.76454494827335,68.59357493615906,59.663285683036584,57.714789267042256,58.32011149121429,58.438314520280734,60.952058635315936,60.05108343317434,60.11672846714065,61.46288880550231
ZH,perturb_det_num_np_adj,53,24820.801048807378,206.48144623234663,100.44496007479414,88.30225082655512,67.89466276670126,61.3955869248568,59.11290834393597,58.33846690674275,59.45253389687494,60.81481192329795,62.06806892090674,63.22783508966667,62.885898716452225
ZH,perturb_det_num_np_adj,81,25730.022304720896,175.1225023972783,96.28154928964663,92.32348715113524,67.52336741337272,60.20891394584084,58.618259639498426,56.30700974649459,58.38313213874353,59.4439568628467,58.50345963474312,61.549422719508875,61.1496272253779
IT,perturb_np_adj_num_det,41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
IT,perturb_np_adj_num_det,53,55641.5796967026,511.8158822148092,227.83445509834797,191.61538343188033,170.63654591094726,132.34646013767846,112.47123334109914,108.94774755146352,106.35549139895672,103.01865201746578,108.36522449130364,104.73036709076128,107.53107136864263
IT,perturb_np_adj_num_det,81,62136.04261321215,590.6286235959865,247.38756984210622,201.27514008138508,168.40783740536418,129.50490200319194,115.41008810684717,110.99026513013109,106.51018355509854,103.26613251353787,108.36461007202418,108.11965179945929,109.79933489435241
ZH,perturb_np_adj_num_det,41,24966.557715925315,177.55553400559177,105.04072545789595,84.76454523523746,68.59357289684897,59.663285480360194,57.71478905532892,58.320113313504855,58.43831522445112,60.95205839283202,60.051083086530966,65.46476620732942,64.80499275261116
ZH,perturb_np_adj_num_det,53,24820.801222413054,185.6904834272998,100.16233028000956,89.49428264669606,74.04387216991745,62.40870394757954,61.56101026076431,58.76981620978397,62.188752365687904,59.09895076040581,63.74768212461882,63.943842287647556,63.60349125302003
ZH,perturb_np_adj_num_det,81,25730.022080783714,179.41994737691874,98.12577950283385,87.935001229603,68.37247727812225,59.24588722538664,58.723325870096055,57.06413515920672,57.233149067394294,59.79646723151504,60.498744627290485,61.5736841152211,60.633470827059355
EN,perturb_np_num_det_adj,41,57141.298300252965,294.5822179311991,146.8565936244164,117.62643527807337,89.85831156922998,74.50070041196072,68.82518563698788,66.82355008154838,66.78259139336983,68.7449882904449,69.44656272758142,70.01100347383111,70.24238906893757
EN,perturb_np_num_det_adj,41,58204.265510970356,3220.0877968119685,1868.5513609633279,1689.0048194193457,2298.206930426307,1749.9416530528954,1879.1426065025437,1977.8209114139606,2052.6344136286,1942.383482420985,1793.1558594389626,1991.3254859975714,2060.9290924868487
EN,perturb_np_num_det_adj,41,56569.16537129849,858.7044820191908,561.4305768230307,464.20946902360083,395.60339521198034,355.1044370363293,345.5121478303248,336.91521085158945,348.2175523848095,367.91246372095975,394.5310044246536,398.9720911389167,406.3970751442977
EN,perturb_np_num_det_adj,41,56473.27934325409,1575.7769973010156,466.66302444105554,402.4691498145253,428.88715340569104,392.0141417587429,388.3552559258091,395.4791761530959,463.98083459208203,406.06669558148275,443.2024507919983,558.4470761476492,577.8824550659939
EN,perturb_np_num_det_adj,53,62522.28751681328,276.4035089429485,151.7013813878206,121.47832388071028,96.80525279210126,78.32301063236613,69.6453938208483,67.39960331427127,66.68231614875329,67.49796054247278,69.79177893338085,69.70671904216202,70.6382210168436
EN,perturb_np_num_det_adj,53,66468.51258185411,3154.2465499276427,2402.1555937572675,1947.2893871009917,1676.437015361772,1564.4766296467853,1510.4497114641056,1397.7091870111597,1571.2268702672013,1624.2176532598062,1470.6260116145415,1706.4407874914427,1835.430509441587
EN,perturb_np_num_det_adj,53,62343.5603092438,819.472568030581,556.8060693977782,483.6908393181323,399.7076855951306,353.4680038683013,336.40047503394663,354.4588645363734,354.55853768583955,377.41553563079975,383.617161973912,395.39038135173735,404.1216428453316
EN,perturb_np_num_det_adj,53,65378.58979314413,1649.072886053972,627.7447004382319,443.9507409919369,440.858556752988,404.00600816357405,387.0220122583755,432.7967431780535,467.43840991199465,496.3032692963318,451.30381910805073,530.7734720277612,555.1006519065623
EN,perturb_np_num_det_adj,81,60267.56232267292,294.0925246621932,150.42063569311878,119.4391235276961,90.87572728076925,73.81869927598609,70.0112398066092,67.51637249921349,66.19276089732764,67.51730123311212,69.1665821684372,68.78912915667073,69.67789387625814
EN,perturb_np_num_det_adj,81,52305.17781582765,4189.69093524138,3000.743821851884,2548.995141574315,2156.50682868794,2077.0778403784466,1850.0472587101876,1883.2325793910993,1530.5144306125146,1819.0498947737374,1537.5004780930499,1939.0040629142118,1577.1984381340812
EN,perturb_np_num_det_adj,81,61390.93390174682,868.6790182517793,571.2726688906646,488.4962847985458,406.7243027417395,359.6649219089434,350.74152086824324,358.58436390422787,365.5383574331701,382.2427762867708,421.8334361375789,424.3809856367106,429.4587508412026
EN,perturb_np_num_det_adj,81,56480.91361541382,1924.2550958069678,756.2899005868854,569.9954784067443,566.8538389657031,424.82541548760327,377.8556758245865,439.24124407283296,430.0750181094536,489.4342436962186,448.44692368803356,517.5373971433246,503.4449168024421
IT,perturb_np_num_det_adj,41,54932.89065770636,650.6532486123967,241.92031308391364,204.51269851616712,170.65238802785672,133.49653107094582,116.11191830438806,107.5499636810468,107.64507058444471,106.42021325576322,107.90266810236068,109.9064211657159,109.48360305049415
IT,perturb_np_num_det_adj,53,55631.649304920276,506.72004065955633,217.0129206970784,192.79570532352312,165.07455626808456,144.42584999263457,115.08702964311979,105.536357761672,106.57341519309207,100.87915184907456,105.76321731192739,103.84496952049533,105.60881340423015
IT,perturb_np_num_det_adj,81,62155.05110023312,548.2973414790682,245.17953670908958,221.12932286988962,182.91277263901316,126.00761446008373,111.94483680517028,110.88864362358186,109.06834224348856,105.08192335778294,106.69677754832496,114.52995161461563,112.77707052409907
PT,perturb_np_num_det_adj,41,61996.076514326654,724.3819979543704,220.40641498054947,161.22370145383502,134.84548491560014,104.17729433683456,88.56114691168803,84.59331064197835,79.55459476871127,82.14758718608546,81.0246548995232,83.23502594422008,82.64470024067747
PT,perturb_np_num_det_adj,53,61022.39503252339,642.2426028533708,208.14293782463292,166.32125646904387,137.09597567874405,108.02408382765915,93.8102216581772,89.6321784573753,87.59266583532713,86.61697473795738,88.14830562282846,90.16670493292486,89.38683596913052
PT,perturb_np_num_det_adj,81,58047.598686242025,429.68566970448893,188.64275896410658,165.14808615269274,125.67892218717317,94.83313046120236,85.34660403433537,80.93884405857762,79.97983738459504,79.83726897187671,80.3481187976411,82.65852350065546,82.28451850100134
ZH,perturb_np_num_det_adj,41,24966.557621399334,177.55553278632007,105.04072580102387,84.76454494827335,68.59357493615906,59.663285683036584,57.714789267042256,58.32011149121429,58.438314520280734,60.952058635315936,60.05108343317434,60.11672846714065,61.46288880550231
ZH,perturb_np_num_det_adj,53,24820.801048807378,206.48144623234663,100.44496007479414,88.30225082655512,67.89466276670126,61.3955869248568,59.11290834393597,58.33846690674275,59.45253389687494,60.81481192329795,62.06806892090674,63.22783508966667,62.885898716452225
ZH,perturb_np_num_det_adj,81,25730.022304720896,179.41994470864702,98.12577829104478,87.93500153170689,68.37247563503495,59.245887525271094,58.72332643043664,57.06413563594971,57.23314878555728,59.796465761344514,60.498745610770236,61.573682208002765,60.63347112811784
EN,perturb_num_adj,41,56996.07230337224,339.620909596308,159.1927819327185,133.12925871727822,98.77243017432974,84.12224647763523,74.1418432652645,71.20865500900382,72.06408260326224,73.7599854525514,74.35147842192488,75.92202900638367,75.82571106917014
EN,perturb_num_adj,53,62416.65141312976,315.8780386217485,155.55352839242576,130.05229926306697,96.32546308493015,77.40500867130157,72.34111691652181,71.24426078651999,69.42407278827133,69.9861499558541,72.46730863884439,73.48408298655707,73.51559903228475
EN,perturb_num_adj,81,60288.34242936388,350.5812591869307,169.43621022916886,131.84661349609624,102.01931883355225,83.7558414699826,78.69575231680604,74.51587241402116,71.85054462996206,74.67826981938046,76.34490195949002,74.37076139011765,75.36302759662807
AR,perturb_reverse_full_word,41,76854.2714360504,2741.6544637811844,1070.7243739192127,745.7722699353733,617.7609374572307,579.4370134022458,502.25495267527083,502.64857760935746,496.4019003035807,520.1709700888799,544.1430204627663,564.1071198484807,563.7415616814596
AR,perturb_reverse_full_word,53,71188.5995802676,3441.19189488341,1194.6977477887042,830.8629801487248,684.6031147719378,526.2490288767077,490.40344651428853,472.2233239930635,486.69839011378707,477.0824210807796,482.92457865528246,521.3003263897773,523.6997602271281
AR,perturb_reverse_full_word,81,73057.28023409794,3169.3480601608744,1186.4837858055287,808.2835393358754,645.2007771170213,648.2990139941663,520.4944271182475,517.8620471831528,522.19410444718,542.0421846180874,588.9576880098665,568.5073407028815,594.7207035881502
DE,perturb_reverse_full_word,41,57476.66662547477,1041.0593565217316,431.555369222487,317.6715448344492,272.3289724494936,206.72927054673366,187.7198901822099,158.54377254806212,175.89224326549834,174.70607973581699,172.2479591009867,175.3447180521345,182.53468219163383
DE,perturb_reverse_full_word,53,59082.956586476444,969.3868946325001,443.4355890027961,355.02479172208126,286.07136777102573,213.7755969350747,182.81672321232756,172.58767438201113,172.57931512072693,177.79538883809883,180.40562904277417,174.1212613152566,178.5164993321482
DE,perturb_reverse_full_word,81,59429.43116699423,1225.3053535983875,477.61861135103146,326.4638029684837,266.44328733815047,215.0374174058576,168.55750925138773,168.57977833056557,161.8539159006381,171.2565320658217,165.14710265860813,165.27872256493174,170.62906223874904
EN,perturb_reverse_full_word,41,55988.25182133457,603.7339424086354,255.24527968496918,203.24967658015308,165.47232956623188,131.94109341862378,116.83039892443826,105.60339650716708,102.3153596974823,100.85673402737977,101.21839274889437,99.3144545178062,99.71862914761343
EN,perturb_reverse_full_word,53,59766.15411180529,671.0559283154349,300.04012800218743,223.03236350471755,198.3632076627936,149.70712866438555,130.93364316953495,122.14584308289746,116.35368366334185,118.118895262353,121.28538150277642,121.43080866256949,122.1098151683706
EN,perturb_reverse_full_word,81,56134.02290774726,659.7485765763807,283.0008956177206,223.58565893475858,195.21326739375033,134.9667168645667,121.02311076813317,113.51631034139743,111.36640487487783,105.50143228152787,105.92922840505543,106.91653032021075,105.72710525681819
FR,perturb_reverse_full_word,41,57308.49625190047,526.759753395798,200.55926630399668,145.86698001148375,111.69547021663882,91.79686387997496,89.39423184482314,85.69862961777699,84.94533787435806,89.76594454084044,91.29688204187003,91.00575737242588,92.05612999045093
FR,perturb_reverse_full_word,53,61650.819597930145,717.7401418643235,207.83160804026485,147.37732494430233,111.40348092780957,97.00547105702584,88.82764129610938,88.44667349673404,90.92627328492074,92.45188262720944,95.18625041197802,95.68891761657257,96.10290352222174
FR,perturb_reverse_full_word,81,59488.12839815745,687.1824026005027,197.0708281987348,154.28821722764894,111.3295234360698,94.91910832531309,87.94120380392607,84.2112907257633,84.40111725647462,87.61447272716096,88.42545138035662,89.31120741577708,89.97360868841696
IT,perturb_reverse_full_word,41,55547.2006238473,681.9523553015108,277.45258697378824,223.9049430553397,201.52359425251692,179.6545555333797,152.39478048551615,142.781591928409,147.62017042924109,143.74702971711537,144.70360225456562,149.3253722985371,151.00331995908343
IT,perturb_reverse_full_word,53,55555.348760736786,612.7920246531503,281.90895964337574,219.5201512180118,195.28272713766447,179.0934556840084,156.5608311988622,143.5282356085817,138.1037642975408,133.3360709414282,135.5333598668897,137.46651588415796,137.25148948820478
IT,perturb_reverse_full_word,81,63841.652597120614,936.8387754148841,341.8254343671868,274.4428530556302,238.85926709291343,202.70649017022956,167.9002711892934,146.98923329627132,158.7439474296489,151.27912617549248,153.5226379831244,154.7578322601164,159.25393219024699
NL,perturb_reverse_full_word,41,57378.73241726726,1999.1867247838297,1478.7616259826561,879.7457034182181,607.6432441215824,510.45085531000376,356.65996077691545,332.7042517904101,290.0155307420534,298.0376605775587,292.68238047096554,301.6641848723977,297.6778032218963
NL,perturb_reverse_full_word,53,58643.23026183977,954.8396935069385,478.15057603157106,369.3279185917693,316.6765476790945,252.9490980509141,220.1667828840425,202.05129486284577,204.9548634416037,197.2366866581061,202.36567097923142,208.80281996799263,210.84795544938174
NL,perturb_reverse_full_word,81,58572.20978883535,1203.230519666082,460.156444600387,363.4303683548371,320.6179005261209,251.48245474018108,222.20902488500818,211.47181184670984,206.1104873331893,209.25271541607032,209.74711328835429,222.78088699596185,222.2220104773012
PL,perturb_reverse_full_word,41,58790.409536298,3122.347395758103,1338.467962100711,788.2201043585058,749.2563324407529,563.7808403413009,444.0429137791439,438.39477922001345,377.4057190778202,404.46788476336286,397.2136981134884,422.90111107537405,419.74470373543653
PL,perturb_reverse_full_word,53,60599.04148499839,2780.4536473059184,1164.792450293193,670.5675722972946,544.4390864799548,435.6334903211867,349.75904945150415,350.2358130765114,356.8472278356593,328.9925312988191,366.41731843956495,388.9068967046366,384.74769876866344
PL,perturb_reverse_full_word,81,56080.24278460284,3264.447323419237,1650.110408386544,882.6298700678977,722.7170815490331,548.9005245355571,466.89186444631144,450.86970972761,457.3126806913737,466.29544881315877,456.3100095086007,481.41330465854685,471.7417012032373
PT,perturb_reverse_full_word,41,60229.51146286515,1502.0477269848884,562.635320410391,382.84325358228,342.3551515729892,243.65851427389097,226.16768730552042,209.5444682967209,214.2083480567412,202.61933507363955,214.4842649896696,217.6567901628539,215.62052749727505
PT,perturb_reverse_full_word,53,59974.50454021377,2331.353328500875,1053.042038465623,466.64212009728004,387.5542219817539,294.8564988325295,220.50720091909147,219.38867539999885,213.62938291111362,204.9263302735953,203.3142613153853,210.01388236294238,207.39268821247504
